Smiles,Value
OC(=NC1CCN(Cc2c(Cl)cccc2Cl)CC1)c1ccc2c(c1)[nH]c1c(N=C(O)C3CC3)nccc12,2010.0
CC(=O)Oc1cccc2nc3c(OC(C)=O)ccc(C/C=C(\C)CCC=C(C)C)c3nc12,2010.0
O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CNCC12C(c1cccc([N+](=O)[O-])c1)C(Cc1c[nH]c3ccccc13)NC21c2ccccc2C2N=c3ccccc3=NC21,2010.0
O=c1cc(-c2ccccc2OCc2ccccc2)oc2cc(OCCCCCCCCN3CCCC3)ccc12,2010.0
O=c1ccc2ccc(OCCn3cc(COn4nnc5ccccc54)nn3)cc2o1,2012.0
OC(CN1CCOCC1)=Nc1ccc2nc(-c3cc4ccccc4[nH]3)nc(O)c2c1,2015.0
CC(C)=CCOc1ccc2c(c1)OC(c1ccccc1Br)CC2=O,2020.0
Cn1c(=O)c(C(O)=NCC2CCN(Cc3ccccc3)CC2)c(O)c2cc(O)c(O)cc21,2020.0
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3)cc1,2020.0
COc1cc2occ(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)c2cc1OC,2020.0
O=C1c2ccccc2C(=O)N1CCCCNCc1ccccc1F,2027.0
CCN(CCCCCCOc1cccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)c1)Cc1ccccc1,2030.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C(F)(F)F)cc3)CC1)C2,2030.0
CN(C)CCNc1ccc2c(c1)-c1nccc3cccc(c13)C2=O,2030.0
CCN(CCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1,2040.0
O=C(CCc1ccc(O)cc1)C1C(CCc2ccc(O)cc2)=NC(O)=NC1c1ccccc1,2040.0
Cc1c(OCCN2CCCC2)ccc2c(=O)cc(-c3ccccc3)oc12,2040.0
c1ccc(-c2n[nH]c(=Nc3ncccn3)o2)cc1,2042.0
COc1cc(C(=O)C(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)ccc1O,2046.0
CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(CC(C)C)cc3)oc3ccccc3c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,2050.0
COc1ccc(C2C(C#N)=C(N=C(O)CN3CCOCC3)Oc3c2c(=O)oc2ccccc32)cc1,2050.0
Cn1c(=O)n(C)c2cc(S(=O)(=O)NCC3CCN(Cc4ccc(F)cc4)CC3)ccc21,2050.0
O=[N+]([O-])c1cccc(CN2CCC(CN=C(O)c3ccc4c(c3)[nH]c3c(N=C(O)C5CC5)nccc34)CC2)c1,2050.0
CN(C)CCCNC(=O)c1ccc(/C=C2\CCCn3c2nc2cc(Cl)ccc2c3=O)cc1,2050.0
Clc1ccccc1/C=C1\CNCC2=C1N=C1SC=C(c3ccccc3)N1C2c1ccccc1Cl,2050.0
O=[N+]([O-])c1cccc(Nc2ncnc3ccc(OCc4cn(-c5ccccc5[N+](=O)[O-])nn4)cc23)c1,2060.0
C[O+]=c1cccc2ccn(-c3ccccc3I)cc1-2.[Br-],2060.0
COc1ccc(-n2cc(COc3ccc(/C=N/N=c4c5c([nH]c6ccccc46)CCCC5)cc3)nn2)cc1.Cl,2070.0
CCN1CC(=Cc2ccc(F)cc2)C2=NC(S)=NC(c3ccc(F)cc3)C2C1,2070.0
C=CC(=O)N1C/C(=C\c2cccc3ccccc23)C(=O)C2(C1)C(c1cccc3ccccc13)C(c1ccccc1)NC21C(O)=Nc2ccccc21,2070.0
c1ccc2oc(CN(CCCCCCN=c3c4c([nH]c5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1,2070.0
COc1ccc2[nH]c(C(=O)Nc3cc4c(=O)n5c(nc4cc3C)CCC5)cc2c1,2080.0
CCN(CC)c1nc2sc3c(c2c(=O)o1)CCN(Cc1ccccc1)C3,2080.0
OC(=NCCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(N=C(O)c2cccc(N=C(O)C3CC3)c2)c1,2081.0
C[C@@H](N=C(O)c1cc(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)CNCCC2CCN(Cc3ccccc3)CC2)cc([N+](=O)[O-])c1)c1ccc(F)cc1,2090.0
CCN(CC)CCc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,2090.0
O=C1CC2CCc3ccsc3C2=NN1CCCCN1CCCCC1,2090.0
O=c1cc(OCCCCn2cc(Cn3nc4ccccc4n3)nn2)c2ccccc2o1,2093.0
Nc1ccc2oc(N3CCN(c4ccccc4)CC3)nc2c1,2093.0
COc1ccc(N2CCN(c3nc4cc(N)ccc4o3)CC2)cc1,2097.0
CN(C)Cc1ccc(CSCCNc2cccc(F)c2C#N)o1,2100.0
COc1ccc(NC(S)=NCCC2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1OC,2100.0
N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5[nH]c6c(c(=N)c45)CCCC6)CC3)c2c1,2100.0
CN1C(=O)C2CN(C)C3(C(=O)c4ccccc4C3=O)C2C1=O,2100.0
COc1cc(C=Cc2ccc3ccccc3[n+]2C)ccc1N1CCN(C)CC1,2100.0
CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,2100.0
COc1cc(/C=C(\C(C)=O)C(O)=NCCCCN=c2c3c([nH]c4ccccc24)CCCC3)ccc1O,2100.0
CCNCc1cccc2[nH]c3cc(Cl)ccc3c12,2100.0
OC(CC1CCN(Cc2ccccc2)CC1)=NCCc1c[nH]c2ccccc12,2100.0
COc1cc2c(cc1OC)C[N+](=c1ccn(Cc3cccc(Cn4ccc(=[N+]5CCc6cc(OC)c(OC)cc6C5)cc4)c3)cc1)CC2,2100.0
CCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-],2100.0
C(=N/C1CCN(Cc2ccccc2)CC1)\c1ccccc1,2100.0
O=C1c2ccccc2CCC1CC1CCN(Cc2ccccc2)CC1,2100.0
CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,2100.0
COc1ccc(C2C3CSCN3C3(C(O)=Nc4ccc([N+](=O)[O-])cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,2100.0
CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,2100.0
Cc1c(OCCN2CCCCC2C)ccc2c(=O)cc(-c3ccccc3)oc12,2100.0
COc1ccc2c(CCNC(=O)c3ccc(CN(C)Cc4cccc(Cl)c4)cc3)c[nH]c2c1,2100.0
COc1ccc2cc3[n+](cc2c1OCCCCCCOc1cccc2[nH]c4ccccc4c12)CCc1cc2c(cc1-3)OCO2,2100.0
CCN(CCCCOc1ccc(-c2coc3cc(OCCCCN(CC)Cc4ccccc4)cc(O)c3c2=O)cc1)Cc1ccccc1,2100.0
O=C1c2ccccc2CCC1CC1CCN(c2ccccc2)CC1,2100.0
O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccc(F)cc2)CC1,2100.0
COc1ccc(/C=C2\CC(C)C/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC,2100.0
CN=C(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)C(C#N)C#N,2100.0
COc1ccc(C(=O)c2ccc(/C=C/CN(C)Cc3ccccc3)cc2)cc1OC,2100.0
Cc1ncc(/C=C/c2ccc(CN3CCCCC3)c(O)c2)c(CO)c1O,2110.0
CCN(CC)Cc1ccc(/C=C/c2cnc(C)c(O)c2CO)cc1O,2110.0
Fc1ccc2[nH]c3c(c2c1)C[PH](Cc1cccc2ccccc12)(c1ccccc1)CC3,2111.0
O=c1ccc2ccc(OCCn3cc(Cn4nnc5ccccc54)nn3)cc2o1,2112.0
COc1ccc2cc3[n+](cc2c1OCCCOc1ccc(-c2nc4ccccc4o2)cc1)CCc1cc2c(cc1-3)OCO2,2120.0
CN1C[C@@H](c2cccc3ccccc23)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,2120.0
COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C2CSCN2C12C(O)=Nc1ccc([N+](=O)[O-])cc12,2120.0
O=[N+]([O-])c1ccccc1-c1nnc(-c2ccc(O)cc2O)s1,2120.0
O=C1/C(=C/c2cccc3ccccc23)CN2CC13[C@@H](c1cccc4ccccc14)C1CCCN1C31C(=O)c3ccccc3C21O,2120.0
COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(O)=Nc1ccccc12,2120.0
CC(C)=CCOc1ccc2c(c1)OC(c1ccc(Cl)cc1)CC2=O,2120.0
N=C(NCCCc1cnc[nH]1)NCCC(c1ccc(Cl)cc1)c1ccccn1,2120.0
Cc1nc2ccccn2c(=O)c1CCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2127.4
Cc1cc(=O)oc2c1ccc1oc(=N)c(C(O)=NCc3ccccc3)cc12,2130.0
COc1cc2oc(-c3cccc(OCCCCCCN(C)Cc4ccccc4)c3)cc(=O)c2c(OC)c1OC,2130.0
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1Cl)CCCC3,2138.0
O=C(COc1cc(=O)oc2ccccc12)OCc1cn(Cc2ccccc2Br)nn1,2.14
COc1cc2c(cc1OC)C(=O)/C(=C/c1cccc(CN(C)C)c1)C2,2140.0
O=C1c2ccccc2S(=O)(=O)N1CCN1CCN(Cc2cccc(F)c2)CC1,2140.0
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,2140.0
CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccccc1Cl)CC2=O,2140.0
OC(=NC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)[nH]c1c(N=C(O)C3CC3)nccc12,2140.0
O=c1cc(OCCCNC2CCN(Cc3ccccc3)CC2)c2ccc(-c3ccnc(F)c3)cc2o1,2141.0
C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21,2150.0
CN(C)C(=O)Oc1ccc2c(c1)C(N(C)C)CC2,2150.0
CC1c2c(nc3c(c2N)CCCC3)-n2c(=O)c3ccccc3c(=O)n21,2150.0
COc1cc2c3c(c1OC)-c1ccccc1CC3N(C(=O)c1cc[n+](Cc3cccc(Cl)c3)cc1)CC2.[Br-],2150.0
CCC[N+]1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1.[Br-],2150.0
CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3,2150.0
O=c1cc(-c2ccc(Br)cc2)oc2cc(OCCCCCCCCN3CCCC3)ccc12,2150.0
O=C(/C=C/c1ccc[n+](Cc2ccccc2Br)c1)c1cc2cc(Br)ccc2o1.[Br-],2150.0
CCN(CCCCCCn1nc(-c2ccc(N(C)C)cc2O)ccc1=O)Cc1ccccc1N(C)C,2160.0
O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cc(O)ccc21,2160.0
CCCN(CCC)CCCCCCOc1ccc(CN(CC)CC)cc1,2160.0
C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31O)c1ccc(O)nc1C2,2170.0
N#CC1C(=N)Oc2c(c(=O)oc3ccccc23)C1c1ccc[n+](Cc2ccc(F)cc2)c1,2170.0
CCCC/C=C\CCCCCCCCCc1cccc(O)c1C(=O)O,2172.0
COc1ccc(-c2nnc(-c3ccc(O)cc3O)s2)cc1,2180.0
CCN(CCCCCCOc1ccc(-c2cc(N(C)C)ccc2O)nn1)Cc1ccccc1N(C)C,2180.0
COc1ccccc1CN(C)CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1,2180.0
CCCN=C(O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2,2192.0
CN=C(O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2,2193.5
CC(O)=Nc1cc(C(O)=Nc2cccc(OCC3CCN(Cc4ccccc4)CC3)c2)ccn1,2197.0
COc1ccc(CN=c2c3c([nH]c4ccccc24)CCCC3)cc1,2.2
COc1ccc(CN=c2c3c([nH]c4ccccc24)CCCC3)cc1OC,2.2
N#Cc1cccc(NC(S)=NCCC2CCN(CC3CCCCC3)CC2)c1,2200.0
CC(=O)c1ccc(OCCCCN2CCN(Cc3ccccc3)CC2)cc1O,2200.0
N#Cc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCCN3)cc1,2200.0
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1ccc2oc(-c3ccc4c(c3)OCO4)cc2c1,2200.0
O=c1cc2n(-c3ccccc3)nc(-c3ccccc3)nc-2cc1N1CCN(c2ccccc2)CC1,2200.0
Cn1ccc2[n+](CCC(=O)N3c4ccccc4Sc4ccccc43)c3ccccc3c-2c1.[I-],2200.0
COc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1OC,2200.0
COc1ccc2[nH]cc(CCN=C(O)CC3CCN(Cc4ccccc4C)CC3)c2c1,2200.0
CN(CCCO)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,2200.0
COc1ccc2[nH+]c3cn(C)ccc-3c2c1,2200.0
C=CCCCN=c1c2c([nH]c3ccc(OC)cc13)CCCC2,2200.0
O=C1c2ccc(NCCCN3CCOCC3)cc2-c2nccc3cccc1c23,2200.0
Nc1c2c(nc3c1C(c1cccc(F)c1)c1ccc4cccnc4c1O3)CCCC2,2200.0
COc1cc(CNC2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,2200.0
O=C(CC[n+]1c2ccn(Cc3ccccc3)cc-2c2ccccc21)N1c2ccccc2Sc2ccccc21.[Br-],2200.0
CCN(CC)c1ccc(CC2OC(=O)c3cc(OC)c(OC)cc32)cc1O,2210.0
COc1ccc2c(c1)[nH]c1cccc(CN(C(=O)CCO[N+](=O)[O-])C(C)C)c12,2210.0
C[O+]=c1cccc2ccn(-c3cccc(C)c3)cc1-2.[Br-],2210.0
COc1ccc(CN2CCCC(COc3ccc4c(C)c(C)c(=O)oc4c3)C2)cc1OC,2210.0
COC(=O)c1ccc2[nH]cc(CCCCN3CCN(c4cccc5[nH]c6c(c(=N)c45)CCCC6)CC3)c2c1,2220.0
Cc1ccc(C(C)C)cc1OC(O)=Nc1cccc(F)c1,2220.0
COc1ccc([C@H]2OC[C@H]3[C@@H]2C(=O)O[C@@H]3c2ccc3c(c2)OCO3)cc1OC,2220.0
OC(=NC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)[nH]c1c(N=C(O)C3CC3)nccc12,2220.0
CCOP(=O)(OCC)C(c1ccc(C)cc1)N(Cc1ccccc1)C(O)=Nc1ccccc1,2.23
CCOc1ccc(N(Cc2ccc(C)cc2)C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(OCC)cc2)cc1,2230.0
O=C1/C(=C/c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,2230.0
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1cc2cc(OC)ccc2nc1Cl)CCCC3,2230.0
O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccc(F)cc1,2234.0
COc1ccc(Cn2cc(C(O)=NCCCN=c3c4c([nH]c5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,2240.0
O=c1cc(OCCCNC2CCN(Cc3ccccc3)CC2)c2ccc(-c3ccncc3)cc2o1,2240.0
OC(=NCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)[nH]c1c(N=C(O)C3CC3)nccc12,2240.0
Cc1ccc(/C=C2\CN(C)C[C@@]3(C2=O)[C@@H](c2ccc(C)cc2)[C@@H]2CCCCN2[C@@]32C(=O)c3cccc4cccc2c34)cc1,2240.0
COc1ccc(C2C3CSCN3C3(C(O)=Nc4ccc(Cl)cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,2240.0
COc1cccc(N=C(O)Oc2cc(C(C)C)ccc2C)c1,2240.0
CCN(CC)CCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1,2240.0
CC(C)c1ccc(NC(=O)OCC2CCN(Cc3ccccc3)CC2)cc1,2248.0
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)C)cc21,2250.0
Cc1ccccc1CN1CCC(C(O)=NCCc2c[nH]c3ccccc23)CC1,2250.0
SC1=NC(c2ccc(Cl)cc2)C2CNCC(=Cc3ccc(Cl)cc3)C2=N1,2250.0
SC1=NC(c2ccc(Cl)cc2)C2CNC/C(=C\c3ccc(Cl)cc3)C2N1,2250.0
Cl.N[C@H]1CCN(c2c3c(nc4ccc(-c5ccnc(N=C(O)C6CC6)c5)cc24)CCC3)C1,2254.0
Oc1ccccc1CNC1CCN(Cc2ccccc2)C1,2258.0
CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1,2260.0
CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCCCN4CCCC4)cc3o2)cc1,2260.0
COc1ccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)cc1,2260.0
Cc1cc(-c2ccc(N(Cc3ccccc3)S(=O)(=O)c3ccccc3)c(C)c2)ccc1N(Cc1ccccc1)S(=O)(=O)c1ccccc1,2.27
Clc1ccc(/C=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,2270.0
OC(=NC1CCN(Cc2ccccc2)CC1)c1c(O)nc2ccccc2c1O,2270.0
C=CC(=O)N1C/C(=C\c2ccccc2F)C(=O)C2(C1)C(c1ccccc1F)C(c1ccccc1)NC21C(O)=Nc2ccccc21,2270.0
Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc(Br)cc4)N2C3c2ccc(C)cc2)cc1,2270.0
CCN(CCCCCCOc1ccc(-c2cc(N(C)C)ccc2O)nn1)Cc1cccc(F)c1,2270.0
COc1cc2oc(-c3cccc(CN(C)Cc4ccccc4)c3)cc(=O)c2cc1OC,2270.0
CCN(CC)Cc1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,2280.0
CCN(CC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1,2280.0
CCCN(CCC)C(=O)c1cccc(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)CNCCC2CCN(Cc3ccccc3)CC2)c1,2280.0
Fc1ccc(Cn2cc(CN=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)nn2)cc1,2283.0
COc1ccccc1CN(C)CCCCN=C(O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,2290.0
COc1ccc2cc(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)oc2c1,2290.0
Cc1ccc(-c2noc(-c3cccc(OCC4CCN(Cc5cccc(Cl)c5)CC4)c3)n2)cn1,2290.0
COc1ccc2c(c1)c(CC(=O)OCc1ccc(OC(=O)OCCC(C)(C)C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,2290.0
CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(O)=NCCCCCCCCN4CCCC4)cc3o2)cc1,2295.0
CN1C=C2C=CC(=[O+]CCCCN3C(=O)c4ccccc4C3=O)C3=C2[C@@]2(C=C[C@H](O)C[C@@H]2O3)CC1,2300.0
OC(CN1CCN(Cc2ccccc2F)CC1)=NC1CC(F)c2c(Br)sc(Br)c21,2.3
CN(CCOCCN=C(O)Nc1ccc([N+](=O)[O-])cc1)Cc1ccccc1,2300.0
CCN(CCCCCN(C(C)=O)C(=O)/C=C/c1ccccc1)Cc1ccccc1,2300.0
CCn1c2ccccc2c2cc(C=Cc3cc(=[N+]4CCOCC4)c4ccccc4n3C)ccc21,2300.0
O/N=C/c1nc(CCCCN=c2c3c([nH]c4ccc(Cl)cc24)CCCC3)ccc1O,2300.0
O=C(CCn1c2ccccc2c2cnccc21)N1c2ccccc2Sc2ccccc21,2300.0
O=C(COc1cc(=O)oc2ccccc12)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,2300.0
Br.[O-]c1ccc2cc3[n+](cc2c1O)CCc1cc(O)c(O)cc1-3,2300.0
Cl.O=C1CSC(c2ccc(Cl)cc2Cl)N1CCNC1CC1,2300.0
CN(Cc1ccccc1)Cc1cccc(COc2ccc3ccc(=O)oc3c2)c1,2300.0
COc1ccc2sc3c([N+](=O)[O-])ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,2300.0
OC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,2300.0
Oc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(O)c1,2300.0
CCCCCCOC(=O)[C@H](CCC(O)=NCCC1CCN(Cc2ccccc2)CC1)N=C(O)Cc1cc2ccc(Cl)cc2s1,2300.0
CCN(CCCCCCn1nc(-c2cc(OC)ccc2O)ccc1=O)Cc1cccc(F)c1,2300.0
Cc1c(C)c2ccc(OCCCCCN(C)Cc3cccc(C#N)c3)cc2oc1=O.Cl,2300.0
CC(C)c1ccc(NC(=O)OC2CCN(C3Cc4ccccc4C3)CC2)cc1,2308.0
CC(C)(C)c1cc(CCC(O)=NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,2310.0
CC[C@H](C)[C@H](N=C(O)[C@@H](Cc1c[nH]c2ccccc12)N=C(O)CC1(S)CCCCC1)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H](CS)C(=O)N1CCC[C@@H]1C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(=N)O,2310.0
CCN(CCCCCCn1nc(-c2ccccc2O)ccc1=O)Cc1ccccc1Cl,2310.0
Cl.Oc1c(Cl)cc(Cl)c2ccc(/C=C/C3=CCN(Cc4ccccc4)CC3)nc12,2310.0
CCN(CCCCCC=Nc1cc(O)c(NCCCCCCN(CC)Cc2ccccc2[N+](=O)[O-])cc1O)Cc1ccccc1[N+](=O)[O-],2310.0
Clc1ccc2c(=NCc3cn(Cc4ccccc4)nn3)c3c([nH]c2c1)CCCC3,2320.0
COc1cc2c(cc1OC)[C@]1(OC2=O)[C@H](O)[C@@H](O)C=C2CCN(C)[C@H]21,2320.0
O=C(c1ccc(CN2CCC(CCO)CC2)cc1)c1ccc(O)c(F)c1,2320.0
COc1cc2oc3cc(OCCCCCCCN(C)Cc4ccccc4)ccc3c(=O)c2cc1OC,2320.0
Cc1ccc(-c2nc(N=C(O)C3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)sc2-c2ccc(C)cc2)cc1,2320.0
CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,2326.0
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5c(N)c6c(nc45)CCCC6)CC3)c2c1,2330.0
OC(=NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)[nH]c1c(N=C(O)C3CC3)nccc12,2330.0
CCN(CC)CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,2340.0
CC(C)CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,2340.0
Cn1c(=O)sc2cc(N=C(O)CCN3CCN(Cc4ccccc4)CC3)ccc21,2340.0
CCN(CCCCOc1cccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)c1)Cc1ccccc1,2350.0
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5[nH]c6c(c(=N)c45)CCC6)CC3)c2c1,2360.0
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,2360.0
Cc1cccc(Nc2ccccc2C(O)=NCCCCCCCCCCCCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)c1C,2360.0
O=C(CN1CCN(CCCCCCOc2ccc3c(-c4ccccc4)cc(=O)oc3c2)CC1)N=c1c2c([nH]c3ccccc13)CCCC2,2360.0
O=c1c2ccccc2[se]n1-c1ccc(CN2CCCCC2)cc1,2360.0
Cc1ncc(/C=C/c2ccc(CN3CCCC3)c(O)c2)c(CO)c1O,2370.0
O=C1c2cc(N=C(O)/C=C/C(O)=NCCc3c[nH]c4ccc(F)cc34)ccc2-c2nccc3cccc1c23,2370.0
O=c1cc(OCCCC(O)=NC2CCN(Cc3ccccc3)CC2)c2ccccc2o1,2370.0
c1ccc2c(c1)CN1CCCC1=N2,2370.0
COc1ccc(C(=O)c2ccc(CN(C)CCN(C)C)cc2)cc1OC,2370.0
COc1ccc2cc3[n+](cc2c1OCCCO)CCc1cc2c(cc1-3)OCO2,2370.0
CCN(CC)CCC(=O)c1cccc(OC2Cc3cc(OC)c(OC)cc3C2=O)c1,2370.0
CC(C)=CCOc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,2370.0
C#CCNC1CCc2ccc(OC(O)=NCCC)cc21,2380.0
CC(C)[C@H]1N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,2380.0
COc1cc2c(c(-c3ccc4c(c3)OCO4)c1OC)C(C)N(C)CC2,2.38
COc1ccc(C=C2Oc3cc(OCCN4CCCC4)ccc3C2=O)cc1.Cl,2380.0
Cl.O=C1C(=Cc2ccc(OCCCN3CCCCC3)cc2)COc2cc(O)ccc21,2380.0
Fc1ccc(Cn2cc(CN=c3c4c([nH]c5ccccc35)CCCC4)nn2)cc1,2382.0
CCN(CCN=C(O)COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,2390.0
Brc1ccc(-[n+]2ccc3ccccc3c2)cc1.[Br-],2390.0
Clc1ccc2[nH]c3c(c(=NCc4cn(Cc5ccccc5)nn4)c2c1)CCCC3,2394.0
CC1CC(C)CN(Cc2ccc(-c3ccc(CN4CCCCC4)cc3)cc2)C1,2398.83
Fc1ccc(-c2n[nH]c(=Nc3ncccn3)o2)cc1,2399.0
COc1ccc(OC)c2c1CC/C(=C\c1ccc(OC)c(OC)c1Cl)C2=O,2.4
CC1(C)N=C(O)c2ccccc2N1Cc1ccc(Cl)cc1,2400.0
CCCC1(C)N=C(O)c2ccccc2N1Cc1ccc(Cl)cc1,2400.0
CN1C(=CC=C2C=CC(=[N+]3CCOCC3)C=C2)C=Cc2ccccc21,2400.0
C[n+]1c(/C=C/c2ccc(F)cc2)ccc2ccccc21,2400.0
COc1ccccc1CN1CCN(CCCCCOc2cccc3[nH]c4ccccc4c23)CC1,2400.0
CCN(CCCCOc1cccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)c1)Cc1ccccc1OC,2400.0
Cc1cc(C)c(C(=O)/C=C/c2nc(C)c(C)nc2C)cc1C,2400.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,2400.0
CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,2400.0
Oc1ccccc1CNC1CCN(Cc2ccccc2)CC1,2400.0
CCN=C(O)Oc1ccc(CN(CC)CCCCCCOc2cc(O)c3c(=O)c4ccccc4oc3c2)cc1,2410.0
CCN(CC)CCCOc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,2410.0
COc1cccc(N=C(O)CCN=C(O)/C=C/c2ccc(O)c(OC)c2)c1,2410.0
