Smiles,Value
Cc1ncc(/C=C/c2ccc(CN3CCOCC3)c(O)c2)c(CO)c1O,37090.0
COc1cc(/C=C/C(O)=Nc2ccccc2)ccc1OCCCN1CCCC1,37100.0
CCO[C@@]12CCC(=O)C[C@@]13CCN(C)[C@@H]2Cc1cccc(O)c13,37100.0
CCN(CC)CCOc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1,37100.0
CC(C)c1ccc(-c2c(C#N)c(N)c(C#N)c3c2SC(c2ccccc2)C3)cc1,37110.0
O=[N+]([O-])C1=C(Nc2ccc(Cl)cc2)NNC12C(O)=Nc1ccc([N+](=O)[O-])cc12,37150.0
CCCN(CCC)C(=O)Oc1ccccc1C(O)=NCCc1c[nH]c2ccccc12,37190.0
Oc1ccc(-c2nnc(-c3ccc(-c4ccc(F)cc4)s3)s2)c(O)c1,37200.0
COc1cccc(CC2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1,37200.0
CCC(C)C(=O)[C@]12C(=O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@]1(C)CC[C@@H](C(C)(C)O)OC2=C(CC=C(C)C)C3=O,37200.0
Fc1ccc(/C=C2\CNCC3C2NC(S)=NC3c2ccc(F)cc2)cc1,37220.0
Fc1ccc(C=C2CNCC3C2=NC(S)=NC3c2ccc(F)cc2)cc1,37220.0
CCCCCCCN=C(O)Oc1cccc(CN(C)CCCCCOc2ccc3c(c2)Oc2ncccc2C3)c1,6.9
Cl.Cl.N[C@H](Cc1c[nH]c2ccccc12)C(O)=NCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,6.9
OC(CCCCC1CCSS1)=NCCCN=c1c2c([nH]c3ccccc13)CCCC2,6.96
CC(O)=NCCc1c[nH]c2ccc(OC(O)=NCCCCCCCCCCCCN=c3c4c([nH]c5ccc(Cl)cc35)CCCC4)cc12,7.0
Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],7.0
COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(O)=NCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,7.0
CCOC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1.O=C([O-])C(F)(F)F,7.0
CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,7.0
CCOCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,7.0
CCOC(=O)C1=CN(C)c2cccc(OC(=O)N(C)C)c2C1,7.0
CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,7.0
Nc1c2c(nc3c1C(c1ccc(O)cc1)c1c(ccc4ccccc14)O3)CCCC2,7.0
CC(C)(C)c1cc[n+](CCCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,7.0
Nc1c2c(nc3c1C(c1ccc(Br)cc1)c1ccc(O)cc1O3)CCCC2,7.0
OC(=NCCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,7.0
COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,7.08
N=c1c2c([nH]c3cc(Br)ccc13)CCC(C(O)=NCCCc1ccccc1)C2,7.1
COc1cc2c(cc1OC)S(=O)(=O)C(CC1(F)CCN(Cc3ccc(F)cc3F)CC1)C2,7.1
COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,7.19
COc1ccc(-c2oc3cc(OC)c(I)cc3c(=O)c2O)cc1,7.2
O=S(=O)(c1ccccc1)n1ccc2c(OCCN3CCCCC3)cccc21,7.2
CCCCCCCCCCCCCCNC[C@H](O[C@@H]1O[C@H](CN)[C@@H](O)[C@H]1O)[C@@H]1C[C@@H](O)[C@H](n2ccc(O)nc2=O)O1,7.2
Cc1ccc(N=C(O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1Cl,7.3
NC[C@H]1O[C@@H](O[C@@H](CN2CCC(Cc3ccccc3)CC2)[C@@H]2C[C@@H](O)[C@H](n3ccc(O)nc3=O)O2)[C@H](O)[C@@H]1O,7.4
Cl.Cl.NC(Cc1c[nH]c2ccccc12)C(O)=NCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,7.4
Oc1ccc(CNCCCCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1,7.48
Brc1ccc(/C=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,37300.0
O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,37300.0
COc1ccc(CC(O)=Nc2ncc(-c3ccc(OCCCN4CCCC4)cc3)s2)cc1,37300.0
COc1cc2oc(-c3cccc(OC(=O)N(C)C)c3)cc(=O)c2c(OC)c1OC,37300.0
COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5cccc(F)c5)CC4)CC3)c2c1,37300.0
CN1CCN(c2ncnc3ccc(OCc4cn(-c5ccccc5[N+](=O)[O-])nn4)cc23)CC1,37380.0
CCN(CC)Cc1c(O)cccc1/C=C1\COc2cc(OC)c(OC)cc2C1=O,37400.0
Cc1ccc(/C=C2\CNCC3C2NC(S)=NC3c2ccc(C)cc2)cc1,37470.0
Cc1ccc(C=C2CNCC3C2=NC(S)=NC3c2ccc(C)cc2)cc1,37470.0
Cc1ccccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,37500.0
CCOP(=O)(OCC)SCCCCCCCCCN1C(=O)c2ccccc2C1=O,37500.0
Cn1c(=O)cc(-c2ccncc2)[nH]c1=NCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,37500.0
O=c1cc(OCCCCN2CCN(c3ccccn3)CC2)c2ccccc2o1,37550.0
Cc1cc(F)ccc1Cn1cc(-c2ccc(C)c(C(O)=NCCN3CCOCC3)c2)nn1,37560.0
O=C(O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(O)=NCc1ccccc1)c1cccc2ccccc12,37600.0
O=[N+]([O-])c1ccc(-c2nnc(/C=C/c3ccc4c(c3)OCO4)o2)cc1,37620.0
Cc1occc1-c1nn2c(-c3cccnc3)nnc2s1,37700.0
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,37740.0
CN1c2ccc(O)cc2CN2CCCc3ccccc3C21,37800.0
COc1ccc(N(C)C(=O)Oc2cccc3c2C(CCC(=O)O)CN3)cc1,37800.0
N#Cc1c(N)c(C#N)c(-c2ccc(Br)cc2)c2c1CC(c1ccccc1)S2,37860.0
CCN(CC)Cc1cccc2[nH]c3cc(OC)ccc3c12,37910.0
CN(CCC1CCN(CC2CC2)CC1)C(=O)c1ccccc1,38000.0
c1ccc2c(c1)ccc[n+]2CCCC[n+]1cccc2ccccc21,38000.0
COc1ccccc1N=C(O)Nc1nc(-c2cc3ccccc3oc2=O)cs1,3.802
CCN1CCN(Cc2ccc(-c3nc4ccccc4o3)cc2)CC1,38100.0
C#Cc1ccccc1N=C(O)OCC[Si](C)(C)C,38100.0
O=c1oc2ccccc2cc1-c1csc(N=C(O)Nc2ccc(Cl)cc2)n1,3.814
O=c1c2ccccc2n(CCCCCCn2cc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)c2ccccc12,38150.0
N=c1c2c([nH]c3ccccc13)CCCc1ccccc1-2,38200.0
COC(=O)CCC1CNc2cc(OC(=O)N(C)c3ccc(OC)cc3)ccc21,38200.0
CN1C/C(=C\c2ccccc2Br)C(=O)[C@]2(C1)[C@@H](c1ccccc1Br)[C@@H]1CCCCN1[C@@]21C(=O)c2cccc3cccc1c23,38280.0
COc1cc2c(cc1OC1CCCC1)C(=O)C(Cc1ccccn1)C2,38300.0
O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1cccc(Br)c1)[C@@]21CSc2ccccc2C1=O,38300.0
N[C@@H](CO)C(=O)O,38310.0
O=c1c2ccccc2n(Cc2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)c2ccc(Cl)cc12,38330.0
COC(=O)c1ccc(Cn2cc(-c3ccc(C)c(C(O)=NCCN4CCOCC4)c3)nn2)cc1,38370.0
COc1ccc(CNC2CCCc3[nH]c4ccccc4c(=N)c32)cc1OC,38400.0
O=c1ccc2ccc(Oc3ccc(N=c4c5c([nH]c6ccc(Cl)cc46)CCC5)cc3)cc2o1,3.85
Cc1c(C#N)c(=O)oc2cc(OCCN3CCN(Cc4ccc(Br)cc4)CC3)ccc12,38500.0
Clc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)cc1Cl,38500.0
CC1=C(CCc2ccoc2)[C@@]2(C)CCCC(C)(C)[C@@H]2CC1=O,38500.0
CCN(C)C(=O)Oc1ccc2c(c1)C(NC)CC2,38600.0
COc1cccc(N=C(O)Nc2nc(-c3cc4cc([N+](=O)[O-])ccc4oc3=O)cs2)c1,3.869
CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(N=C(C)O)cc3)oc3ccccc3c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,38700.0
COc1ccc(C(=O)Oc2cccc(/C=C3\Cc4ccccc4C3=O)c2)cc1,38900.0
CN1CCc2c(sc3nc(N(C)C)oc(=O)c23)C1,38900.0
O=c1c2ccccc2sc2cc(O)cc(O)c12,38900.0
C[C@@H]1CC[C@H]2[C@H](C(=O)c3c(O)c([C@@]4(O)CC[C@@H](O)[C@H]5O[C@H]54)cn(O)c3=O)[C@H](C)C=C[C@@H]2C1,39000.0
Cn1c(=O)cc(-c2ccncc2)[nH]c1=NCCCCCCCN=c1c2c([nH]c3cc(Br)ccc13)CCCC2,39000.0
CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(OCCN3CCOCC3)cc2)cc1)Cc1ccccc1,39000.0
CCN1c2ccccc2C(O)=NC1(CC)CC,39100.0
CCN(CC)Cc1cccc2oc3cc(OC)ccc3c12,39110.0
N#Cc1c(N)c(C#N)c(-c2ccc(F)cc2)c2c1CC(c1ccc(Cl)cc1)S2,39160.0
O=C(/C=C/c1ccccc1)c1cc(Cl)ccc1O,3.92
COCCN1CCN(c2nccc(=NC(c3ccccc3)c3ccccc3)[nH]2)CC1,39200.0
COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C(O)=NCCc4ccc(O)cc4)cc3[C@H]2C(O)=NCCc2ccc(O)cc2)ccc1O,39300.0
COc1ccc(C(O)=Nc2ncc(-c3ccc(OCCCN4CCCC4)cc3)s2)cc1OC,39300.0
Cc1ccc(-c2cn(Cc3ccccc3F)nn2)cc1C(O)=NCCN1CCOCC1,39340.0
O=C(CN1CCN(C(=O)c2ccc(F)cc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1,39400.0
O=C(CN1CCN(C(=O)c2ccc(Br)cc2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1,39400.0
CN(C)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1,39440.0
CC(=O)C1=C(C)NC(=N)NC1c1ccc(OCc2ccccc2)cc1,3.95
Cn1c2ccccc2c(=[NH2+])c2ccccc21,39500.0
COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2,39630.0
Cc1ccc(C(CCNC(=N)NCCCc2cnc[nH]2)c2ccccn2)cc1,39700.0
CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12.Cl,39700.0
c1ccc(-c2ccc(C3=Nn4c(nnc4-c4cccnc4)SC3)cc2)cc1,39700.0
Cc1ccccc1C=C1CNCC2C1=NC(S)=NC2c1ccccc1C,39720.0
COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1C(=O)CN(C)CCN(C)CC(=O)N1C(C(=O)OC)Cc2c([nH]c3ccccc23)C1C,39800.0
COc1c2c3c(c4c1OCO4)-c1ccccc1C[C@H]3N(C)CC2,39800.0
CC(C)c1ccc(/C=N\N=C(O)c2ccccc2O)cc1,3.981
COc1cccc(N=C(O)Oc2ccc3c(c2)CN2CCCC2N3C)c1,39810.72
CN1CC[C@H]2COc3c(O)cccc3[C@H]21,39811.0
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,39811.0
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CC[NH+](C)C1N2C,39994.47
CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2oc(=O)c3ccccc3c12,40000.0
CCN(C)C(=O)Oc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12,40000.0
COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,40000.0
CCN=C(S)Nc1cc(N2CCCC2)ncn1,40000.0
CN[C@H]1CCC2=CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,40000.0
c1ccc2c(c1)[nH]c1cnccc12,40000.0
COc1ccc(CN=C(O)Nc2ncc([N+](=O)[O-])s2)cc1,40000.0
Cc1ccccc1N1CCN(CCC(O)=Nc2nc3c(C)cccc3s2)CC1,40000.0
CCN=C(S)Nc1cc(NCc2ccccc2)ncn1,40000.0
CCCCCCN1CCN(CCC(O)=Nc2nc3c(C)cccc3s2)CC1,40000.0
Cc1cccc2sc(N=C(O)CCN3CCN(Cc4ccc(C(C)(C)C)cc4)CC3)nc12,40000.0
CCN=C(S)Nc1ncnc(-n2ccnc2)c1C,40000.0
CCN=C(S)Nc1cc(-n2cccc2)ncn1,40000.0
CCN=C(S)Nc1ccnc(-n2ccnc2)n1,40000.0
CCCCN1CCN(CCC(O)=Nc2nc3c(C)cccc3s2)CC1,40000.0
CCN(C)C(=O)Oc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12.Cl,40000.0
CCN=C(S)Nc1nc2c(c(-n3ccnc3)n1)CCC2,40000.0
Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3)C2)c1,40000.0
CCN(CC)CCNS(=O)(=O)Cc1ccc(F)cc1,40000.0
c1cc(C[n+]2cccc3ccccc32)cc(C[n+]2cccc3ccccc32)c1,40000.0
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(OCc4ccccc4)cc(O)cc2O3)c1,40100.0
Brc1ccccc1-c1nnc(/C=C/c2ccc3c(c2)OCO3)o1,40180.0
COc1ccc(-c2cc3ccc(OCCCn4cc(CN=C(O)CCCCC5CCSS5)nn4)cc3oc2=O)cc1,40200.0
CCOC(=O)CCC1CNc2cccc(OC(=O)N(C)CC)c21,40200.0
COc1ccccc1C=C1CNCC2C1=NC(O)=NC2c1ccccc1OC,40230.0
O=C(O)CCC(=O)N=c1cc[nH]cc1,40330.0
Cc1ccccc1C=C1CNCC2C1=NC(O)=NC2c1ccccc1C,40420.0
O=c1c2cc(NS(=O)(=O)c3ccc(Br)cc3)ccc2nc2n1CCc1c-2[nH]c2ccccc12,40430.0
Fc1ccccc1C=C1CNCC2C1=NC(S)=NC2c1ccccc1F,40430.0
COCCN(C)Cc1ccccc1-c1ccc(C(=O)N[C@H](CC(O)=Nc2ccc(Br)cn2)C(=O)N2CCCCC2)cc1,40510.0
COc1ccc(-c2nnc(/C=C/c3ccc4c(c3)OCO4)o2)cc1OC,40520.0
O=C(Oc1cccc(/C=C2\Cc3ccccc3C2=O)c1)c1ccc(F)cc1,40590.0
CC(C)N=C(O)N1N=C(OS(C)(=O)=O)CC1c1ccccc1,40600.0
O=C(Oc1ccc(-c2cc(=O)c3c(O)c(O)c(O)cc3o2)cc1)N1CCCC1,4.07
O=C1N=C(O)C(=CNNC(S)=Nc2cccc(C(F)(F)F)c2)C(O)=N1,40700.0
CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2ccccc2)cc1)Cc1ccccc1,40700.0
COc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Oc3nc4c(c(N)c32)CCCC4)cc1,40738.0
COc1ccc(Br)c(Cn2cc(-c3ccc(C)c(C(O)=NCCN4CCOCC4)c3)nn2)c1,40780.0
CC(=O)Oc1cccc([N+](C)(C)C)c1C,40800.0
CN1c2ccccc2C(=C2C=CC=[S+]2)c2ccccc21,40900.0
Cc1ccc(CN2CCC(CCN(C)C(=O)c3ccccc3)CC2)cc1,41000.0
CCN(CC)CCOc1ccc(/C=C/C(O)=Nc2ccccc2)cc1OC,41000.0
CCN(CC)CCNS(=O)(=O)c1ccccc1F,41000.0
CCC1(c2cccc(O)c2)CCCCN(C)C1,41000.0
COc1cc2c(cc1OC)C(=O)C(CCCN[C@H]1CCCc3nc(O)ccc31)C2,41000.0
CCOP(=O)(OCC)Oc1cc(Cl)ccc1C(O)=Nc1cccc(Cl)c1,4.11
CN1CC2C(=O)N(Cc3ccccc3)C(=O)C2C12C(=O)c1ccccc1C2=O,41100.0
C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(O)=Nc3ccccc3)cc12,41130.0
C[C@@]12CCN(Cc3ccccc3)[C@@H]1N(Cc1ccccc1)c1ccc(OC(O)=Nc3ccccc3)cc12,41130.0
O=[N+]([O-])c1ccc2oc(-c3csc(N=C(O)Nc4ccc(F)cc4)n3)cc2c1,41130.0
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,41160.0
COc1ccc(NC(S)=Nc2nc(-c3cc4cccc(OC)c4oc3=O)cs2)cc1,4.118
O=[N+]([O-])c1cccc(N=C(O)Nc2nc(-c3cc4ccccc4o3)cs2)c1,41190.0
O=C(NN=C1CC(c2ccccc2)NC(c2ccccc2)C1)c1ccc(Cl)cc1,41190.0
C#CCNC1CCc2ccc(OC(=O)N(C)C3CCCCC3)cc21,41200.0
COc1cc2c(cc1OC)C(=O)C(C(=O)c1ccc(Cl)cc1)C2,41200.0
CCOC(OCC)c1ccc(/C=C2\COC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,41220.0
O=C(c1ccccc1)c1c(C2CCN(Cc3ccccc3)CC2)oc2ccccc12,41270.0
OC1CCCc2[nH]c3ccccc3c(=NCc3ccccc3F)c21,41300.0
CC(=O)C1=C(C)NC(=N)NC1c1ccccc1,4.13
CC(=O)c1ccc(OCCCN2CCCC2)cc1O,41300.0
N#Cc1c(N)c(C#N)c(-c2ccc(Br)cc2)c2c1CC(c1ccc(Cl)cc1)S2,41300.0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CN2CCCC2)c1,41330.0
Cc1ccccc1OCc1nn2c(-c3ccncc3)nnc2s1,41480.0
Cc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1,41500.0
CCOP(=O)(OCC)Oc1ccc(Cl)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,4.16
Cc1cc(=O)oc2cc(OCCCC(=O)N3CCN(c4ccc(F)cc4)CC3)ccc12,41600.0
CCN(CC)CCCCOc1ccc(/C=C/C(O)=Nc2ccccc2)cc1OC,41600.0
Cc1ccccc1NC1=C([N+](=O)[O-])C2(NN1)C(O)=Nc1ccc(Br)cc12,41680.0
Nc1c2c(nc3cnccc13)OCCC2,41687.0
CC(=O)C1=C(C)NC(=N)NC1c1ccc(C)cc1,4.19
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(OCc4ccccc4)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,41900.0
O=[N+]([O-])c1ccccc1N=C(O)Nc1nc(-c2cc3ccccc3o2)cs1,41910.0
CC[C@@]1(c2cccc(O)c2)CCCCN(CCCN2CCCC[C@@](CC)(c3cccc(O)c3)C2)C1,42000.0
Fc1ccccc1CN1CCC(NCCCCCCn2ccc3ccccc32)CC1,42000.0
COc1cc2c(cc1OC)C(=O)C(C(=O)c1ccc(F)cc1)C2,42000.0
COc1ccc(C(C#N)N2CCCC2)cc1OC,42000.0
C[n+]1ccn(COCC2CCCCC2)c1CN=O,42000.0
Oc1cc(/C=C/c2ccccc2)c2ccoc2c1,42000.0
COc1ccc2c(C)c(C)c(=O)oc2c1,42000.0
O=S(=O)(Nc1ccc(-c2ccc(NS(=O)(=O)c3ccccc3)cc2)cc1)c1ccccc1,4.231
CCOc1cc2ncnc(Nc3cccc(-c4csc(-c5ccccc5)n4)c3)c2cc1OCC,42330.0
CC(C)C1CCN(c2nccc(=NC(c3ccccc3)c3ccccc3)[nH]2)CC1,42500.0
OC(=Nc1nc(-c2cc3ccccc3o2)cs1)Nc1ccc(Cl)cc1,42550.0
COc1ccc(OC)c(NC2=C([N+](=O)[O-])C3(NN2)C(O)=Nc2ccc([N+](=O)[O-])cc23)c1,42550.0
CO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1,42658.0
COc1cc(-c2ccc(N=c3[nH]c(-c4ccc(Cl)cc4)cs3)c(OC)c2)ccc1N=c1[nH]c(-c2ccc(Cl)cc2)cs1,42700.0
COc1ccc(-c2nnc(/C=C/c3ccc4c(c3)OCO4)o2)cc1,42760.0
NC(=O)c1sc(-c2ccnc(N=C(O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)c(F)c2)CC1,42800.0
COc1cccc(CC2=NCCc3cc(OC)ccc32)c1,42900.0
CCN1CCN(CCCN=C(O)COc2ccc(I)cc2)CC1,43000.0
C[O+]=c1ccc(C#N)cn1C,43000.0
CCCc1ccccc1N=C(O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C=C2SC(=S)N=C2O)cc1,43000.0
CCCCCCCN=C(O)Oc1ccc2c(c1)c(C)cn2N(CCC)c1ccncc1F,43000.0
CC[C@@]1(c2cccc(O)c2)CCCCN(CCN2CCCC[C@@](CC)(c3cccc(O)c3)C2)C1,43000.0
Cc1ccc(CN(C(=O)/C=C/C(=O)N(Cc2ccc(C)cc2)c2ccc(C)cc2)c2ccc(C)cc2)cc1,43080.0
COC1CCC2C(Cc3cccc(O)c3)=NCCC2C1,43100.0
CCN1c2ccccc2C(O)=NC1(C)CC(C)C,43200.0
CCCCCCCN(c1ccc(-c2ccc(N(CCCCCCC)S(=O)(=O)c3ccccc3)c(C)c2)cc1C)S(=O)(=O)c1ccccc1,4.321
O=C(Oc1cccc(/C=C2\Cc3ccccc3C2=O)c1)c1cc(Cl)cc(Cl)c1,43270.0
COc1ccc(CN2CCC(NCCCCCCCCN3C(=O)c4ccccc4C3=O)CC2)cc1,43340.0
O=C1c2ccccc2C(=O)N1CCCCCCCCNC1CCN(Cc2ccccc2F)CC1,43390.0
O=C(O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(O)=NCc1ccccc1)c1ccc2ccccc2c1,43400.0
CC(C)NCc1cccc2[nH]c3cc(O)ccc3c12,43490.0
C#CCOP(C)(=O)OC(C(=O)OC)C(F)(F)F,43600.0
CCOc1ccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(=O)oc2c1,43800.0
C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,43900.0
COc1ccc2c(c1)CC/C(=C\c1cccc(OC)c1Cl)C2=O,4.39
C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,43900.0
O=NCC1=NCCN1Cc1ccccc1,44000.0
CN1c2ccc(OC(O)=Nc3ccc4ccccc4c3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12,44000.0
CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1,44000.0
CCN(CC)CCNS(=O)(=O)c1cccc2ccccc12,44000.0
CCCN(CCC)CCCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,44050.0
CCOc1cc2ncnc(Nc3cc(-c4csc(C)n4)ccc3Br)c2cc1OCC,44160.0
COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1C(=O)CCCN1CCN(CCCC(=O)N2C(C(=O)OC)Cc3c([nH]c4ccccc34)C2C)CC1,44200.0
OC1=NC(c2ccc(F)cc2)C2CNCC(=Cc3ccc(F)cc3)C2=N1,44230.0
CC(C)c1ccc(C2Cc3c(C#N)c(N)c(C#N)c(-c4ccc(F)cc4)c3S2)cc1,44240.0
COc1ccccc1CN=C(O)C1CCN(Cc2ccccc2)CC1,44390.0
Cc1cccc(CN2c3ccccc3C3(Cc4cccc(C)c4)CCN(C(=O)c4ccccc4)C23)c1,44400.0
CCc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,44500.0
Clc1ccc(C(Cn2ccnc2)OCc2nc3ccccc3o2)c(Cl)c1,44600.0
COc1ccc2c(c1)c(=O)c1ccccc1n2CCCCCCn1cc(CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)nn1,44730.0
COC(=O)/C=C/c1ccc(Cn2cc(-c3ccc(C)c(C(O)=NCCN4CCOCC4)c3)nn2)cc1,44730.0
O=c1c2ccccc2n(CCCCCCn2cc(CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2)c2ccccc12,44740.0
CN1CCCc2c(c3ccccc3n2CCc2ccccc2)C1=O,44800.0
CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,44900.0
COc1ccc(C(=O)Cc2ncc(C(=O)N(C)CCCOc3cccc(OC)c3)cn2)cc1,44900.0
O=c1c2ccccc2n(Cc2cn(Cc3nc(-c4ccc(Cl)cc4)no3)nn2)c2ccc(Cl)cc12,4.493
COc1ccc2c(c1)c(C=O)cn2CCCCCCCCCCCCN(C)Cc1ccc(OC)c(OC)c1,44960.0
COc1ccc(C(C#N)N2CCCCC2)cc1OC,45000.0
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,45000.0
CN(C)CCCN1C(=O)CSC1c1cccnc1.Cl,45000.0
Cn1c(CN=O)[n+](C)c2ccccc21,45000.0
Cn1c(=O)cc(-c2ccncc2)[nH]c1=NCCCCCCN=c1c2c([nH]c3cc(Br)ccc13)CCCC2,45000.0
COc1cc2c(cc1OC)C(=O)C(C(=O)c1ccc(Br)cc1)C2,45000.0
CCN(CCCCCC=Nc1cc(O)c2ccccc2c1O)Cc1ccccc1OC,45000.0
O=NCC1=NCCCN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,45000.0
Cc1ccc2[nH]c3c(c2c1)CNCCC3,45000.0
CC(C)(C)N=C(O)C1(N2CCCC2=O)C(O)=Nc2ccc([N+](=O)[O-])cc21,45000.0
Oc1ccc(-c2nnc(-c3cc(-c4ccc(Br)cc4)on3)s2)c(O)c1,45200.0
O=C(CNc1ccc(Cl)cc1)Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1,45220.0
Cc1ccc(-c2cn(C)nn2)cc1C(O)=NCCN1CCOCC1,45230.0
Oc1ccc(-c2nnc(-c3cc(Cl)cc(Cl)c3)s2)c(O)c1,45260.0
Cc1cc(=O)oc2cc(Oc3ccc(N=c4c5c([nH]c6ccccc46)CCC5)cc3)ccc12,4.527
